time/total_timesteps,eval/mean_reward,train/n_updates,train/ent_coef_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,train/ent_coef,train/critic_loss,rollout/ep_len_mean,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed
299000,305.53185640000004,298899,-1.2325831651687622,0.0001965450924118268,-38.90503692626953,892.2,0.009154151193797588,0.32003843784332275,,,,,
300000,306.30207679999995,299899,-0.09647801518440247,0.0001965450924118268,-38.703460693359375,890.4,0.009254178032279015,0.28931695222854614,,,,,
300280,,300179,-0.9665607810020447,0.0001965450924118268,-39.88700866699219,,0.00901772454380989,0.1520654708147049,928.45,55,360,279.98723665,5394
301000,308.7306664,300899,-0.3840634524822235,0.0001965450924118268,-39.34461212158203,900.6,0.009059828706085682,0.2792896032333374,,,,,
302000,309.0622808,301899,0.16047504544258118,0.0001965450924118268,-40.073551177978516,933.0,0.00917672086507082,0.32585644721984863,,,,,
303000,309.2193382,302899,2.622797966003418,0.0001965450924118268,-39.61591720581055,967.4,0.008880889043211937,0.21821066737174988,,,,,
303985,,303884,-0.2501066029071808,0.0001965450924118268,-39.711673736572266,,0.008708876557648182,0.3430976867675781,927.34,55,364,280.39957103,5456
304000,309.46779239999995,303899,-0.03847157955169678,0.0001965450924118268,-40.233306884765625,863.4,0.008703035302460194,0.24331581592559814,,,,,
305000,306.0485556,304899,0.4436947703361511,0.0001965450924118268,-39.37376403808594,896.0,0.008881380781531334,0.20303592085838318,,,,,
306000,306.68926279999994,305899,-0.37441158294677734,0.0001965450924118268,-40.120155334472656,893.6,0.008810008876025677,8.690265655517578,,,,,
306826,,306725,-1.1060563325881958,0.0001965450924118268,-39.814640045166016,,0.008880351670086384,0.3363860249519348,922.22,55,368,279.17630770999995,5506
307000,306.247248,306899,1.438253402709961,0.0001965450924118268,-39.612144470214844,884.8,0.008991021662950516,0.22793278098106384,,,,,
308000,302.8775134,307899,-0.5775390267372131,0.0001965450924118268,-40.31293869018555,887.8,0.009173146449029446,0.23644711077213287,,,,,
309000,301.7422098,308899,-0.23015645146369934,0.0001965450924118268,-41.41436767578125,926.0,0.009009863249957561,0.16501745581626892,,,,,
310000,306.07093999999995,309899,0.20785540342330933,0.0001965450924118268,-40.86064910888672,889.8,0.009142326191067696,0.29545989632606506,,,,,
310479,,310378,1.459648847579956,0.0001965450924118268,-40.11969757080078,,0.008956776931881905,0.4092276692390442,923.82,55,372,281.90922646,5574
311000,306.60805199999993,310899,-0.5304570198059082,0.0001965450924118268,-40.711090087890625,916.0,0.008996352553367615,0.42820513248443604,,,,,
312000,306.7737674,311899,-0.932820737361908,0.0001965450924118268,-41.759071350097656,887.4,0.008780316449701786,4.768071174621582,,,,,
313000,312.3710396,312899,-1.2593655586242676,0.0001965450924118268,-42.060340881347656,893.6,0.008856208994984627,0.19524148106575012,,,,,
314000,309.768372,313899,-0.20495188236236572,0.0001965450924118268,-40.97539520263672,911.2,0.00886694248765707,5.10582160949707,,,,,
314084,,313983,1.682788610458374,0.0001965450924118268,-40.38252258300781,,0.008911716751754284,0.3099574148654938,920.28,55,376,281.12638469999996,5642
315000,311.9621674,314899,0.7543797492980957,0.0001965450924118268,-41.750831604003906,925.2,0.008956383913755417,0.2817743420600891,,,,,
316000,310.0379686,315899,1.05612313747406,0.0001965450924118268,-41.772857666015625,1029.0,0.008873650804162025,4.62180757522583,,,,,
317000,311.74355920000005,316899,-0.8512199521064758,0.0001965450924118268,-42.21757507324219,916.0,0.008545082993805408,4.9215264320373535,,,,,
317811,,317710,-0.11389878392219543,0.0001965450924118268,-41.152679443359375,,0.008817863650619984,0.22548435628414154,919.9,55,380,281.489254,5710
318000,278.7723748,317899,1.037631869316101,0.0001965450924118268,-41.34440612792969,856.8,0.008864262141287327,0.9059559106826782,,,,,
319000,308.58418279999995,318899,1.2321674823760986,0.0001965450924118268,-41.68144226074219,865.4,0.009074030444025993,0.5698646306991577,,,,,
320000,312.22974800000003,319899,-0.09501710534095764,0.0001965450924118268,-41.532875061035156,891.4,0.008696294389665127,0.3956764340400696,,,,,
321000,308.28364819999996,320899,0.29698219895362854,0.0001965450924118268,-41.670372009277344,942.4,0.00875101238489151,0.24252066016197205,,,,,
321539,,321438,1.2931063175201416,0.0001965450924118268,-42.713584899902344,,0.008913339115679264,0.25734400749206543,918.6,55,384,282.94428825,5779
322000,282.419027,321899,0.07545965909957886,0.0001965450924118268,-42.23124694824219,866.2,0.009052159264683723,0.9846435189247131,,,,,
323000,20.404092,322899,0.836885929107666,0.0001965450924118268,-42.21891403198242,403.0,0.00911074411123991,0.3688927888870239,,,,,
324000,306.999048,323899,-1.379069209098816,0.0001965450924118268,-42.964744567871094,896.2,0.009127490222454071,0.13314609229564667,,,,,
325000,-27.576188399999996,324899,0.6680920124053955,0.0001965450924118268,-41.898338317871094,275.8,0.008657662197947502,0.508453369140625,,,,,
325231,,325130,0.14948895573616028,0.0001965450924118268,-42.08226013183594,,0.00844801589846611,0.33605748414993286,916.5,55,388,283.32434019000004,5842
326000,308.07219560000004,325899,0.6917526721954346,0.0001965450924118268,-42.4920654296875,916.0,0.008686629123985767,0.27762994170188904,,,,,
327000,306.874883,326899,0.2758989632129669,0.0001965450924118268,-41.93476867675781,941.6,0.008883803151547909,0.26464152336120605,,,,,
328000,283.8049754,327899,-0.8097128868103027,0.0001965450924118268,-42.73558044433594,871.4,0.009028906933963299,5.255418300628662,,,,,
328802,,328701,1.1505374908447266,0.0001965450924118268,-41.87609100341797,,0.00896882452070713,0.7858492136001587,913.93,55,392,282.04430463000006,5906
329000,308.9623362,328899,1.2569332122802734,0.0001965450924118268,-42.71794891357422,890.6,0.008977686055004597,0.576777458190918,,,,,
330000,310.92439160000004,329899,-0.6214209198951721,0.0001965450924118268,-42.291465759277344,920.8,0.008697841316461563,0.38555243611335754,,,,,
331000,311.2698266,330899,0.0018434524536132812,0.0001965450924118268,-43.283729553222656,968.6,0.008352862671017647,4.6839704513549805,,,,,
332000,309.7118442,331899,-0.4290730357170105,0.0001965450924118268,-43.74388122558594,922.8,0.00838513020426035,0.3001970648765564,,,,,
332566,,332465,-0.34015703201293945,0.0001965450924118268,-44.0836181640625,,0.008343459106981754,0.35594260692596436,912.07,55,396,282.45737864,5977
333000,90.29428759999999,332899,-0.7189967632293701,0.0001965450924118268,-43.975894927978516,515.6,0.008285864256322384,0.13288357853889465,,,,,
334000,236.85645440000002,333899,1.5060982704162598,0.0001965450924118268,-43.030887603759766,777.4,0.008381901308894157,0.6569052934646606,,,,,
335000,250.04990179999996,334899,1.0084916353225708,0.0001965450924118268,-43.15767288208008,860.8,0.008166168816387653,0.25147193670272827,,,,,
335695,,335594,-0.0760430097579956,0.0001965450924118268,-43.68328857421875,,0.008061841130256653,5.2968831062316895,908.56,55,400,280.99394225,6028
336000,306.9736844,335899,-0.021285101771354675,0.0001965450924118268,-44.712623596191406,919.8,0.008155043236911297,0.5135710835456848,,,,,
337000,132.0468844,336899,-1.2080532312393188,0.0001965450924118268,-44.38636016845703,608.8,0.008031272329390049,0.12456464767456055,,,,,
338000,306.9908248,337899,-0.5758181810379028,0.0001965450924118268,-44.37055969238281,945.0,0.008245323784649372,5.04408597946167,,,,,
339000,309.1805372,338899,0.249418243765831,0.0001965450924118268,-44.48476791381836,893.2,0.008097373880445957,0.4547417461872101,,,,,
339113,,339012,-0.8158238530158997,0.0001965450924118268,-44.56465148925781,,0.008160439319908619,0.2790534496307373,904.01,55,404,280.09039487000007,6089
340000,310.0042184,339899,-0.8402655720710754,0.0001965450924118268,-45.10884094238281,855.8,0.008055143058300018,0.21412059664726257,,,,,
341000,272.052189,340899,-0.2279449999332428,0.0001965450924118268,-45.14451599121094,826.8,0.008264611475169659,0.410109281539917,,,,,
341829,,341728,-0.35215264558792114,0.0001965450924118268,-45.50508117675781,,0.008187578059732914,0.6571972966194153,892.25,55,408,276.43867901,6132
342000,261.6839056,341899,-1.2808611392974854,0.0001965450924118268,-45.56968688964844,779.0,0.00823880359530449,0.24748243391513824,,,,,
343000,247.41036719999997,342899,-0.8375390768051147,0.0001965450924118268,-46.039859771728516,760.8,0.007980366237461567,0.20114567875862122,,,,,
344000,305.31246780000004,343899,-0.33599501848220825,0.0001965450924118268,-45.848236083984375,885.0,0.008512523956596851,0.22509662806987762,,,,,
345000,308.3849718,344899,-0.2682465612888336,0.0001965450924118268,-45.46866989135742,846.0,0.00813679862767458,0.14839807152748108,,,,,
345333,,345232,0.8364549875259399,0.0001965450924118268,-45.572044372558594,,0.008118733763694763,0.23157775402069092,888.7,55,412,276.90011119,6193
346000,244.7982222,345899,0.3815963864326477,0.0001965450924118268,-44.88152313232422,762.2,0.007982832379639149,5.345886707305908,,,,,
347000,306.046067,346899,-0.4203494191169739,0.0001965450924118268,-46.356689453125,876.4,0.008151241578161716,0.1144571527838707,,,,,
348000,307.735815,347899,0.3211477994918823,0.0001965450924118268,-45.825103759765625,846.4,0.008437065407633781,0.4263208508491516,,,,,
348849,,348748,1.032090663909912,0.0001965450924118268,-45.238807678222656,,0.008395969867706299,0.23262950778007507,885.53,55,416,276.0952871,6250
349000,309.0065118,348899,-0.8600368499755859,0.0001965450924118268,-45.95750427246094,894.0,0.008353468030691147,0.35185980796813965,,,,,
350000,310.9874678,349899,-0.4445832371711731,0.0001965450924118268,-45.61419677734375,866.0,0.008278056979179382,0.48259660601615906,,,,,
351000,307.81442400000003,350899,0.6644867062568665,0.0001965450924118268,-46.1549072265625,848.6,0.008261274546384811,0.12400342524051666,,,,,
352000,271.43248619999997,351899,0.5026407837867737,0.0001965450924118268,-46.747283935546875,839.2,0.008609906770288944,4.82488489151001,,,,,
352376,,352275,-0.10038334131240845,0.0001965450924118268,-46.43998718261719,,0.008627289906144142,0.19525760412216187,882.3,55,420,276.47536126,6313
353000,307.7716792,352899,-0.3295400142669678,0.0001965450924118268,-44.50635528564453,859.0,0.008017558604478836,1.716688871383667,,,,,
354000,229.9564896,353899,3.258175849914551,0.0001965450924118268,-45.53802490234375,732.4,0.008122839033603668,0.21884384751319885,,,,,
355000,309.7541928,354899,-0.5208694338798523,0.0001965450924118268,-47.122398376464844,865.0,0.008007945492863655,5.005969524383545,,,,,
355967,,355866,-0.46124884486198425,0.0001965450924118268,-46.974754333496094,,0.008374341763556004,5.24407958984375,883.6,55,424,279.41274992,6372
356000,265.5973816,355899,-0.537367582321167,0.0001965450924118268,-47.1902961730957,853.6,0.008354929275810719,0.17554761469364166,,,,,
357000,310.9712166,356899,-0.539070725440979,0.0001965450924118268,-47.2125358581543,930.0,0.007804070133715868,0.21044054627418518,,,,,
358000,309.8137772,357899,0.7664352655410767,0.0001965450924118268,-46.897037506103516,850.8,0.007425073999911547,0.3632687032222748,,,,,
359000,312.25083779999994,358899,-1.023580551147461,0.0001965450924118268,-47.476139068603516,875.8,0.007705287076532841,5.3326263427734375,,,,,
359683,,359582,-1.803758144378662,0.0001965450924118268,-48.195953369140625,,0.007666665595024824,4.756198883056641,882.69,55,428,279.78196989,6437
360000,226.7138926,359899,-0.8300571441650391,0.0001965450924118268,-47.71861267089844,713.0,0.007569390814751387,0.08373057842254639,,,,,
361000,308.3915472,360899,-0.718745231628418,0.0001965450924118268,-47.25862121582031,860.6,0.0076976194977760315,10.730966567993164,,,,,
362000,308.589516,361899,-1.6307708024978638,0.0001965450924118268,-47.91072082519531,901.4,0.007644846569746733,0.2717461884021759,,,,,
363000,305.17285159999994,362899,-0.6459547281265259,0.0001965450924118268,-46.92717742919922,942.0,0.007364868186414242,0.1589706689119339,,,,,
363300,,363199,1.1997846364974976,0.0001965450924118268,-46.158416748046875,,0.0076178270392119884,0.20905517041683197,880.31,55,432,280.18477664000005,6503
364000,308.6721289999999,363899,1.685418725013733,0.0001965450924118268,-46.177574157714844,868.2,0.00789253506809473,0.23673498630523682,,,,,
365000,306.6641502,364899,0.08474013209342957,0.0001965450924118268,-47.297401428222656,863.4,0.0075645665638148785,0.49323052167892456,,,,,
366000,312.13702580000006,365899,-1.1515271663665771,0.0001965450924118268,-47.54936981201172,850.2,0.007558015640825033,0.11212939023971558,,,,,
366811,,366710,2.3559083938598633,0.0001965450924118268,-46.93046569824219,,0.007436032872647047,0.2681458592414856,878.2,55,436,280.58014191999996,6560
367000,311.29979960000003,366899,0.7626305818557739,0.0001965450924118268,-46.6137809753418,905.8,0.007482546381652355,5.108368873596191,,,,,
368000,310.37336220000003,367899,0.41026782989501953,0.0001965450924118268,-47.983070373535156,875.2,0.007583382539451122,0.14279299974441528,,,,,
369000,270.33610799999997,368899,-0.2249862402677536,0.0001965450924118268,-48.19793701171875,797.4,0.0074300640262663364,0.157277911901474,,,,,
370000,308.663724,369899,-0.35320138931274414,0.0001965450924118268,-47.85251235961914,863.8,0.00788789615035057,0.22206240892410278,,,,,
370328,,370227,-0.8583923578262329,0.0001965450924118268,-48.80198287963867,,0.007880385033786297,0.1253628432750702,875.62,55,440,280.95626201999994,6621
371000,312.4312566,370899,-0.5652127265930176,0.0001965450924118268,-48.07166290283203,859.8,0.007416450884193182,0.19286619126796722,,,,,
372000,253.17059279999998,371899,1.272278070449829,0.0001965450924118268,-48.7132682800293,791.4,0.007480306085199118,0.17713722586631775,,,,,
373000,309.4875466,372899,0.7641298174858093,0.0001965450924118268,-49.42182922363281,858.6,0.007219578139483929,0.050176508724689484,,,,,
373845,,373744,-1.3960444927215576,0.0001965450924118268,-48.941871643066406,,0.007481440436094999,0.09677371382713318,874.03,55,444,281.29417284000004,6678
374000,309.41668300000003,373899,-0.37001001834869385,0.0001965450924118268,-48.17240905761719,937.2,0.007444554939866066,5.253316879272461,,,,,
375000,305.54089780000004,374899,-1.2953753471374512,0.0001965450924118268,-49.125335693359375,902.2,0.007520666811615229,0.0809115543961525,,,,,
376000,307.67854480000005,375899,-0.3768036365509033,0.0001965450924118268,-49.30397033691406,882.6,0.007648091297596693,5.1109209060668945,,,,,
376803,,376702,0.09859225153923035,0.0001965450924118268,-49.996864318847656,,0.0077895852737128735,0.11559389531612396,871.3,55,448,281.32229254,6729
377000,312.0142654,376899,-0.07018107175827026,0.0001965450924118268,-48.99976348876953,886.6,0.007902838289737701,5.493561744689941,,,,,
378000,311.4336698,377899,0.20370301604270935,0.0001965450924118268,-49.09117126464844,861.0,0.007650516927242279,5.864165306091309,,,,,
379000,308.6644042,378899,0.5929085612297058,0.0001965450924118268,-50.33208465576172,877.0,0.007759094703942537,0.13634514808654785,,,,,
380000,311.3391108,379899,-1.0888261795043945,0.0001965450924118268,-50.017173767089844,853.0,0.007471853401511908,0.11855901777744293,,,,,
380330,,380229,-0.5458678603172302,0.0001965450924118268,-49.66209030151367,,0.007625572383403778,5.339576721191406,871.61,55,452,283.38149748,6791
381000,312.22349379999997,380899,1.3666725158691406,0.0001965450924118268,-49.87873458862305,872.8,0.007606865372508764,0.29749059677124023,,,,,
382000,307.9014604,381899,0.3874726891517639,0.0001965450924118268,-50.72171401977539,849.2,0.007392107043415308,0.08444100618362427,,,,,
383000,312.5576666,382899,0.15392863750457764,0.0001965450924118268,-50.33924102783203,860.8,0.00784493237733841,0.4258560538291931,,,,,
383868,,383767,-0.03407768905162811,0.0001965450924118268,-49.972896575927734,,0.007697964087128639,5.605088233947754,872.89,56,456,286.02483313000005,6851
384000,308.55799260000003,383899,-0.5248842239379883,0.0001965450924118268,-50.42375183105469,872.0,0.007843208499252796,5.4578962326049805,,,,,
385000,311.19273499999997,384899,-0.056924983859062195,0.0001965450924118268,-50.46208190917969,873.2,0.007547419983893633,0.066844642162323,,,,,
386000,311.73488860000003,385899,0.07861948013305664,0.0001965450924118268,-50.41847229003906,931.2,0.00792224332690239,0.1798568069934845,,,,,
387000,311.6278922,386899,1.3159949779510498,0.0001965450924118268,-50.680992126464844,921.4,0.007866624742746353,5.566159248352051,,,,,
387486,,387385,-0.8051288723945618,0.0001965450924118268,-51.026611328125,,0.007615953683853149,0.09662839025259018,872.06,56,460,286.17198789,6918
388000,78.4016846,387899,0.8797222971916199,0.0001965450924118268,-50.9831428527832,687.8,0.0073709674179553986,5.798310279846191,,,,,
389000,271.60640019999994,388899,-0.08812034130096436,0.0001965450924118268,-51.124542236328125,867.2,0.007288320455700159,5.667130947113037,,,,,
390000,248.3050288,389899,1.2936025857925415,0.0001965450924118268,-50.75608825683594,1017.4,0.007825007662177086,0.23259586095809937,,,,,
390444,,390343,-0.4203428030014038,0.0001965450924118268,-51.68309020996094,,0.007735872641205788,5.695964813232422,864.59,56,464,282.77053182000003,6972
391000,194.5346266,390899,0.27626150846481323,0.0001965450924118268,-51.45537567138672,690.6,0.0075530074536800385,0.204097718000412,,,,,
392000,255.3378826,391899,-1.1544573307037354,0.0001965450924118268,-51.098052978515625,778.8,0.007315963972359896,0.22240348160266876,,,,,
393000,307.9959946,392899,-0.27334585785865784,0.0001965450924118268,-51.542396545410156,861.6,0.0071603176183998585,0.18268261849880219,,,,,
393953,,393852,0.32802778482437134,0.0001965450924118268,-51.626712799072266,,0.007442809175699949,16.32990264892578,871.27,56,468,287.07163343999997,7030
394000,308.2959994,393899,1.1784738302230835,0.0001965450924118268,-51.29839324951172,848.8,0.007461727596819401,5.524881839752197,,,,,
395000,310.52057179999997,394899,-0.4569892883300781,0.0001965450924118268,-51.44155502319336,881.2,0.007261346559971571,0.177692711353302,,,,,
396000,272.4039258,395899,-0.5684816837310791,0.0001965450924118268,-51.79979705810547,840.8,0.0074103460647165775,0.11531564593315125,,,,,
396876,,396775,1.503711223602295,0.0001965450924118268,-51.22930908203125,,0.007112870458513498,0.47530949115753174,863.97,56,472,282.90660500999996,7080
397000,308.2599688,396899,-0.011975541710853577,0.0001965450924118268,-51.291046142578125,1094.2,0.0071356650441884995,0.2858470678329468,,,,,
398000,311.48617679999995,397899,-0.764098584651947,0.0001965450924118268,-52.89482879638672,854.0,0.007560974918305874,5.370265483856201,,,,,
399000,298.39991399999997,398899,0.7116299271583557,0.0001965450924118268,-52.20114517211914,877.6,0.007988357916474342,0.14617794752120972,,,,,
400000,304.0585334,399899,-0.7084958553314209,0.0001965450924118268,-51.8707275390625,916.6,0.007667367346584797,0.3133252263069153,,,,,
400334,,400233,0.2611284554004669,0.0001965450924118268,-52.145870208740234,,0.007606952451169491,0.24743270874023438,862.5,56,476,284.20854715999997,7144
401000,311.3715314,400899,-1.3509418964385986,0.0001965450924118268,-52.39055633544922,860.8,0.0076567684300243855,0.2678377032279968,,,,,
402000,308.3348574,401899,1.5194185972213745,0.0001965450924118268,-51.993858337402344,844.0,0.007537191733717918,0.5861763954162598,,,,,
403000,306.55316519999997,402899,1.1975387334823608,0.0001965450924118268,-51.143375396728516,850.4,0.007581531535834074,5.888030529022217,,,,,
403035,,402934,-0.20650257170200348,0.0001965450924118268,-51.95164489746094,,0.0075913057662546635,0.11632207036018372,852.24,56,480,280.35082407,7191
404000,308.2223696,403899,-0.7870647311210632,0.0001965450924118268,-52.053009033203125,905.2,0.007322326302528381,0.12983953952789307,,,,,
405000,314.6125326,404899,-0.8579039573669434,0.0001965450924118268,-51.1911735534668,831.0,0.007269332185387611,0.4691070318222046,,,,,
406000,313.5310184,405899,-0.11134637892246246,0.0001965450924118268,-52.107688903808594,866.8,0.007434455212205648,1.0393071174621582,,,,,
406493,,406392,-0.7450171113014221,0.0001965450924118268,-52.73780059814453,,0.007380297873169184,0.07139818370342255,849.54,56,484,280.48291879,7249
407000,316.2928682,406899,-0.5549160838127136,0.0001965450924118268,-51.65326690673828,825.0,0.0073343124240636826,0.1391884982585907,,,,,
408000,308.4697522,407899,-1.4999374151229858,0.0001965450924118268,-52.74591827392578,868.4,0.007535481359809637,0.14875249564647675,,,,,
409000,312.966877,408899,0.7110021114349365,0.0001965450924118268,-52.42364501953125,840.8,0.007595723029226065,0.21033047139644623,,,,,
409907,,409806,-0.8773319721221924,0.0001965450924118268,-52.062896728515625,,0.0075624315068125725,5.778012275695801,846.76,56,488,279.32061580000004,7305
410000,316.0758718,409899,1.0980862379074097,0.0001965450924118268,-52.8681640625,860.2,0.007619807962328196,5.594602108001709,,,,,
411000,231.7251442,410899,-0.6968640685081482,0.0001965450924118268,-52.7755241394043,683.0,0.0072288308292627335,0.11499051749706268,,,,,
412000,307.22790380000004,411899,0.841820240020752,0.0001965450924118268,-52.42003631591797,840.8,0.007544520311057568,0.22505201399326324,,,,,
413000,312.7078694,412899,0.7680016756057739,0.0001965450924118268,-52.74626159667969,812.4,0.00786446500569582,11.719751358032227,,,,,
413384,,413283,0.07298827171325684,0.0001965450924118268,-52.238739013671875,,0.007779938168823719,6.124053001403809,845.82,56,492,281.09840396000004,7367
414000,315.7200776,413899,-0.8305895924568176,0.0001965450924118268,-53.280269622802734,839.8,0.007436153944581747,5.9275031089782715,,,,,
415000,316.0824314,414899,-1.2279343605041504,0.0001965450924118268,-52.71134948730469,850.2,0.007372679188847542,5.742772102355957,,,,,
416000,313.3572736,415899,1.413619041442871,0.0001965450924118268,-52.26533126831055,847.2,0.007457904051989317,5.566990852355957,,,,,
416885,,416784,-0.06870824098587036,0.0001965450924118268,-52.47161102294922,,0.007277950644493103,0.18672066926956177,843.19,56,496,281.24096778,7424
417000,316.243707,416899,-0.05801529437303543,0.0001965450924118268,-52.83954620361328,848.8,0.007289321627467871,0.09362290799617767,,,,,
418000,313.0857376,417899,-0.29847896099090576,0.0001965450924118268,-52.941429138183594,846.2,0.007071837782859802,0.1300716996192932,,,,,
419000,310.796657,418899,0.408641517162323,0.0001965450924118268,-53.18439483642578,828.2,0.007302823942154646,6.00023889541626,,,,,
420000,315.31793419999997,419899,0.6675856709480286,0.0001965450924118268,-52.944580078125,845.6,0.007538468111306429,6.067526817321777,,,,,
420016,,419915,-0.33739712834358215,0.0001965450924118268,-53.116329193115234,,0.007542613428086042,0.19909939169883728,843.21,56,500,283.09460830999996,7482
421000,313.9539582,420899,-0.6119502186775208,0.0001965450924118268,-52.48378372192383,825.4,0.007767116650938988,11.731220245361328,,,,,
422000,313.52948640000005,421899,-0.9542312622070312,0.0001965450924118268,-53.426658630371094,850.4,0.0072432709857821465,11.734375,,,,,
423000,313.112191,422899,-0.6108980774879456,0.0001965450924118268,-53.910919189453125,842.4,0.007369150873273611,0.0938166081905365,,,,,
423461,,423360,-0.7889516353607178,0.0001965450924118268,-53.13880157470703,,0.007361940108239651,0.11565446853637695,843.48,56,504,284.57956246,7536
424000,317.063736,423899,-1.4497110843658447,0.0001965450924118268,-53.932472229003906,835.2,0.007008484564721584,0.10962817072868347,,,,,
425000,315.3226184,424899,0.5794728994369507,0.0001965450924118268,-54.31626892089844,862.6,0.007084264419972897,5.5425004959106445,,,,,
426000,311.69045859999994,425899,-1.6145793199539185,0.0001965450924118268,-53.13312911987305,841.0,0.007276232820004225,0.26588279008865356,,,,,
427000,315.294285,426899,-0.7567072510719299,0.0001965450924118268,-53.78759765625,840.6,0.007042380049824715,0.09391018748283386,,,,,
427635,,427534,0.10378248989582062,0.0001965450924118268,-54.066184997558594,,0.0071659269742667675,6.1911702156066895,858.06,56,508,286.62731603,7604
428000,312.1250654,427899,-0.9803577065467834,0.0001965450924118268,-54.07975387573242,844.6,0.007096872664988041,6.098357200622559,,,,,
429000,316.3042278,428899,0.4250543713569641,0.0001965450924118268,-53.72875213623047,829.4,0.007241568062454462,0.13990989327430725,,,,,
430000,317.07799439999997,429899,1.8158921003341675,0.0001965450924118268,-54.18320846557617,804.0,0.007323908153921366,0.11730638891458511,,,,,
431000,315.950982,430899,-1.818727970123291,0.0001965450924118268,-53.96448516845703,822.8,0.007051943335682154,5.910778999328613,,,,,
431031,,430930,-0.4908846616744995,0.0001965450924118268,-54.541683197021484,,0.006977380719035864,0.07288594543933868,856.98,56,512,286.82034233999997,7672
432000,314.89514859999997,431899,0.5452474355697632,0.0001965450924118268,-54.629974365234375,796.8,0.006819290108978748,0.0724392980337143,,,,,
433000,312.93945659999997,432899,-0.93634432554245,0.0001965450924118268,-53.40725326538086,852.2,0.007321261800825596,0.17353662848472595,,,,,
434000,317.751645,433899,0.02723623812198639,0.0001965450924118268,-54.465877532958984,831.6,0.007095952518284321,6.24506139755249,,,,,
434452,,434351,0.3197108507156372,0.0001965450924118268,-53.57262420654297,,0.007027807645499706,6.200927734375,856.03,56,516,288.22930013000007,7734
435000,318.945038,434899,0.49274206161499023,0.0001965450924118268,-54.28639221191406,817.8,0.007089340593665838,5.876389026641846,,,,,
436000,315.506886,435899,0.6885948181152344,0.0001965450924118268,-54.35938262939453,842.8,0.0072539751417934895,0.08958601951599121,,,,,
437000,314.1422742,436899,-0.14784206449985504,0.0001965450924118268,-54.475223541259766,826.0,0.007445638068020344,0.21142041683197021,,,,,
437730,,437629,0.34820979833602905,0.0001965450924118268,-55.10443115234375,,0.007500382140278816,0.15332773327827454,853.54,56,520,286.97570625000003,7791
438000,312.4787038,437899,-0.4663838744163513,0.0001965450924118268,-54.815399169921875,836.2,0.007364443503320217,6.259601593017578,,,,,
439000,316.0491872,438899,-0.01629573106765747,0.0001965450924118268,-54.28523635864258,835.0,0.007101039402186871,6.354948043823242,,,,,
440000,315.37487799999997,439899,0.8964661955833435,0.0001965450924118268,-54.05387878417969,830.2,0.007123310584574938,0.4496665894985199,,,,,
441000,317.6205592,440899,0.5580811500549316,0.0001965450924118268,-54.188446044921875,818.8,0.007224305998533964,0.17677834630012512,,,,,
441122,,441021,0.5874408483505249,0.0001965450924118268,-54.20481872558594,,0.007181664928793907,0.21515947580337524,851.55,56,524,287.21295286,7858
442000,315.578553,441899,-1.9349913597106934,0.0001965450924118268,-54.767799377441406,862.6,0.007108164019882679,0.11535507440567017,,,,,
443000,317.0639848,442899,-1.2475261688232422,0.0001965450924118268,-54.02154541015625,846.6,0.007334395777434111,0.5149528980255127,,,,,
444000,317.421297,443899,0.7239106297492981,0.0001965450924118268,-55.164913177490234,860.2,0.00742114894092083,6.359180450439453,,,,,
444537,,444436,-1.0277119874954224,0.0001965450924118268,-54.63459777832031,,0.007555763237178326,5.9448747634887695,848.54,56,528,287.53639857,7922
445000,313.92686080000004,444899,0.6091821789741516,0.0001965450924118268,-54.438018798828125,853.4,0.007284620776772499,0.14120325446128845,,,,,
446000,315.93234300000006,445899,1.7291802167892456,0.0001965450924118268,-55.07147216796875,831.4,0.007393196690827608,0.17019757628440857,,,,,
447000,233.9201798,446899,-2.2383439540863037,0.0001965450924118268,-55.52442932128906,683.4,0.007203086279332638,18.950075149536133,,,,,
447915,,447814,-0.5788503885269165,0.0001965450924118268,-55.11475372314453,,0.007004635874181986,0.0775030180811882,846.15,56,532,287.79802082,7984
448000,320.82257560000005,447899,0.23268315196037292,0.0001965450924118268,-55.46489715576172,815.2,0.006990232039242983,5.954893112182617,,,,,
449000,318.17323980000003,448899,0.6555338501930237,0.0001965450924118268,-55.14932632446289,840.8,0.007337099872529507,0.2673718333244324,,,,,
450000,314.8816648,449899,0.925570011138916,0.0001965450924118268,-55.28260040283203,828.2,0.007542764768004417,0.08162857592105865,,,,,
451000,313.6750514,450899,0.2369486689567566,0.0001965450924118268,-55.39138412475586,806.2,0.007357942406088114,0.34042826294898987,,,,,
451295,,451194,-0.6825449466705322,0.0001965450924118268,-55.421234130859375,,0.00733164744451642,0.12937280535697937,844.84,56,536,288.05148735,8053
452000,306.7163574,451899,0.6022899746894836,0.0001965450924118268,-55.42972946166992,902.4,0.00737192016094923,0.24544213712215424,,,,,
453000,321.2833438,452899,-1.0081536769866943,0.0001965450924118268,-55.073448181152344,816.4,0.007203811313956976,0.11812207847833633,,,,,
454000,309.843528,453899,0.5732216835021973,0.0001965450924118268,-55.73262023925781,853.2,0.0077301571145653725,6.360476493835449,,,,,
