time/total_timesteps,eval/mean_reward,train/n_updates,train/ent_coef_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,train/ent_coef,train/critic_loss,rollout/ep_len_mean,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed
140000,225.0561976,139899,-0.1095254123210907,0.0001965450924118268,-7.033315181732178,995.4,0.008626262657344341,0.5190030932426453,,,,,
141000,255.6782928,140899,-2.576610565185547,0.0001965450924118268,-7.426621437072754,1597.6,0.008935481309890747,0.4603995084762573,,,,,
142000,156.1891548,141899,-0.13873735070228577,0.0001965450924118268,-7.637151718139648,1249.8,0.008725465275347233,0.5975345373153687,,,,,
142183,,142082,-2.7903592586517334,0.0001965450924118268,-8.707191467285156,,0.008587523363530636,0.4947519600391388,1011.89,54,196,-18.737158749999995,2594
143000,46.69205940000001,142899,-1.1192247867584229,0.0001965450924118268,-8.983182907104492,574.8,0.008597089909017086,0.33086907863616943,,,,,
144000,241.8224482,143899,-1.9194908142089844,0.0001965450924118268,-8.095390319824219,1599.2,0.008812760934233665,0.494636207818985,,,,,
145000,48.17239099999999,144899,-0.9727802276611328,0.0001965450924118268,-9.295616149902344,552.0,0.008881038054823875,0.38117116689682007,,,,,
146000,122.05932800000001,145899,0.032649099826812744,0.0001965450924118268,-10.27560043334961,817.0,0.008798807859420776,0.5860334634780884,,,,,
146504,,146403,-2.414245128631592,0.0001965450924118268,-10.838727951049805,,0.009115302935242653,0.9876232743263245,1050.41,54,200,-6.94508038,2667
147000,78.73661999999999,146899,0.9999786615371704,0.0001965450924118268,-10.908958435058594,680.8,0.00917728990316391,0.4744034707546234,,,,,
148000,272.8639664,147899,0.9480096101760864,0.0001965450924118268,-10.81141471862793,1307.4,0.008846198208630085,0.38671737909317017,,,,,
149000,149.2797936,148899,0.9066289067268372,0.0001965450924118268,-10.38148021697998,1433.2,0.008741064928472042,0.7815238833427429,,,,,
150000,280.106318,149899,1.2969331741333008,0.0001965450924118268,-11.788379669189453,1204.8,0.008258040994405746,0.5654380321502686,,,,,
151000,280.326038,150899,-0.5615922212600708,0.0001965450924118268,-11.192733764648438,1096.0,0.008126089349389076,1.4155614376068115,,,,,
151783,,151682,-0.21247881650924683,0.0001965450924118268,-11.689657211303711,,0.008180467411875725,0.3444635272026062,1088.54,54,204,8.585824850000002,2764
152000,278.47812,151899,-1.2764718532562256,0.0001965450924118268,-12.317131042480469,1148.4,0.008141801692545414,0.44469353556632996,,,,,
153000,279.8205672,152899,0.6376394033432007,0.0001965450924118268,-11.836893081665039,1065.4,0.00837123952805996,0.6828581094741821,,,,,
154000,280.973754,153899,-0.14033910632133484,0.0001965450924118268,-13.625275611877441,1159.0,0.008467805571854115,0.39997926354408264,,,,,
155000,241.3888074,154899,0.16649557650089264,0.0001965450924118268,-13.722461700439453,1062.8,0.008528020232915878,0.3814435303211212,,,,,
156000,204.68723140000003,155899,0.4611976146697998,0.0001965450924118268,-14.943452835083008,851.2,0.008432690054178238,0.6624228954315186,,,,,
156321,,156220,1.2488304376602173,0.0001965450924118268,-14.539520263671875,,0.008627471514046192,0.3344874382019043,1069.92,54,208,22.72446366,2849
157000,204.03712860000002,156899,0.6682499647140503,0.0001965450924118268,-14.65243148803711,872.0,0.00850305613130331,0.503576397895813,,,,,
158000,281.59975619999994,157899,1.4069268703460693,0.0001965450924118268,-13.83265209197998,1055.4,0.008882977068424225,0.4864925146102905,,,,,
159000,277.91748099999995,158899,-1.036399006843567,0.0001965450924118268,-15.74842643737793,1157.2,0.009106067009270191,0.45750194787979126,,,,,
160000,131.7116444,159899,-1.166931390762329,0.0001965450924118268,-15.937053680419922,717.4,0.008761613629758358,19.36150360107422,,,,,
160754,,160653,1.2161686420440674,0.0001965450924118268,-14.084705352783203,,0.009010618552565575,0.7920182347297668,1062.61,54,212,37.536290990000005,2925
161000,135.2801802,160899,0.2682400345802307,0.0001965450924118268,-16.015300750732422,679.6,0.008976543322205544,0.3639275133609772,,,,,
162000,277.39755320000006,161899,-0.5863844156265259,0.0001965450924118268,-16.86807632446289,1098.2,0.008752037771046162,1.8083012104034424,,,,,
163000,280.351072,162899,-0.9016600847244263,0.0001965450924118268,-17.328990936279297,1124.8,0.009065636433660984,0.2317790687084198,,,,,
164000,281.727562,163899,0.18060213327407837,0.0001965450924118268,-17.38800811767578,1032.6,0.00912147294729948,2.1036696434020996,,,,,
165000,204.66662660000003,164899,0.5423486232757568,0.0001965450924118268,-17.405372619628906,886.2,0.009036391973495483,0.532001793384552,,,,,
165135,,165034,0.26728078722953796,0.0001965450924118268,-18.85356903076172,,0.009058890864253044,0.3394703269004822,1081.11,54,216,53.99710675,3006
166000,285.8965836,165899,0.90798020362854,0.0001965450924118268,-18.61345672607422,1055.6,0.009089919738471508,0.4021335542201996,,,,,
167000,210.95367059999998,166899,0.007949307560920715,0.0001965450924118268,-18.410812377929688,857.8,0.008958455175161362,0.4013461470603943,,,,,
168000,207.4333428,167899,-0.20496535301208496,0.0001965450924118268,-19.74588966369629,879.2,0.009016502648591995,0.44298577308654785,,,,,
169000,222.9568354,168899,-1.0813379287719727,0.0001965450924118268,-21.075336456298828,928.8,0.009451895020902157,0.2897167205810547,,,,,
169574,,169473,-0.1666848063468933,0.0001965450924118268,-20.233165740966797,,0.009208210743963718,0.550482988357544,1103.65,55,220,69.66307437,3082
170000,201.84105300000004,169899,-0.09542614221572876,0.0001965450924118268,-18.700672149658203,880.4,0.009164905175566673,0.47147536277770996,,,,,
171000,208.5473758,170899,-0.9488556385040283,0.0001965450924118268,-21.25288963317871,865.6,0.009183716028928757,0.2984667420387268,,,,,
172000,281.42582959999993,171899,-0.35552388429641724,0.0001965450924118268,-19.936355590820312,1082.6,0.009227119386196136,0.7394879460334778,,,,,
172029,,171928,0.9428019523620605,0.0001965450924118268,-21.538408279418945,,0.009253918193280697,0.3522265553474426,1078.34,54,224,75.87990072000001,3128
173000,228.1882178,172899,0.0636967122554779,0.0001965450924118268,-19.620994567871094,958.0,0.009445469826459885,0.739479124546051,,,,,
174000,286.3630892,173899,1.3897062540054321,0.0001965450924118268,-20.326379776000977,1110.4,0.00919599924236536,0.4879668056964874,,,,,
175000,183.19753120000001,174899,-0.15180066227912903,0.0001965450924118268,-22.730342864990234,966.6,0.009048732928931713,0.7299236059188843,,,,,
176000,232.87234819999998,175899,1.504356026649475,0.0001965450924118268,-20.83487892150879,866.0,0.008848522789776325,0.3664950728416443,,,,,
176348,,176247,0.4767422080039978,0.0001965450924118268,-22.04362678527832,,0.008886375464498997,0.3353364169597626,1058.28,55,228,88.66242964000001,3204
177000,233.7112828,176899,0.8135831952095032,0.0001965450924118268,-21.273834228515625,962.6,0.009048741310834885,2.25359845161438,,,,,
178000,58.536917,177899,-1.1797218322753906,0.0001965450924118268,-21.516490936279297,491.8,0.009166893549263477,0.5064589977264404,,,,,
179000,-23.9689734,178899,-1.5112732648849487,0.0001965450924118268,-21.06781578063965,282.0,0.009391967207193375,0.5957375764846802,,,,,
179736,,179635,-1.426713466644287,0.0001965450924118268,-22.38200569152832,,0.009483813308179379,0.46681374311447144,1069.89,55,232,100.25286624000002,3260
180000,294.6748378,179899,-0.914364218711853,0.0001965450924118268,-21.726680755615234,1039.4,0.009239641018211842,0.4085872173309326,,,,,
181000,53.41651639999999,180899,0.6690658926963806,0.0001965450924118268,-20.610759735107422,476.2,0.009218917228281498,0.3464381992816925,,,,,
182000,244.03996120000002,181899,0.31265437602996826,0.0001965450924118268,-21.585521697998047,1043.6,0.009140477515757084,1.5256664752960205,,,,,
183000,293.6005364,182899,-1.0161101818084717,0.0001965450924118268,-22.106853485107422,953.4,0.008894514292478561,2.6373257637023926,,,,,
183045,,182944,0.7530426383018494,0.0001965450924118268,-21.463239669799805,,0.008897971361875534,0.5962241888046265,1092.85,55,236,111.90848517999999,3319
184000,292.8111492,183899,-0.13607925176620483,0.0001965450924118268,-22.106895446777344,999.8,0.009175206534564495,0.3657156229019165,,,,,
185000,293.9924026,184899,-0.8526861071586609,0.0001965450924118268,-22.807682037353516,1017.0,0.008955392986536026,0.5529723167419434,,,,,
186000,97.642871,185899,0.4205808639526367,0.0001965450924118268,-22.98777198791504,556.4,0.008863146416842937,0.5074443221092224,,,,,
187000,292.73381159999997,186899,-0.21448999643325806,0.0001965450924118268,-24.095191955566406,1032.8,0.008934799581766129,0.270579069852829,,,,,
187178,,187077,-1.2346510887145996,0.0001965450924118268,-23.193984985351562,,0.009037383832037449,0.341984361410141,1094.65,55,240,125.98927014000003,3387
188000,290.4533996,187899,-0.8797541856765747,0.0001965450924118268,-23.859546661376953,1052.2,0.008952455595135689,2.3401546478271484,,,,,
189000,294.48808560000003,188899,-0.6322118639945984,0.0001965450924118268,-23.922475814819336,1025.4,0.009151446633040905,2.500351905822754,,,,,
190000,291.6944024,189899,0.543755292892456,0.0001965450924118268,-24.430870056152344,1048.2,0.009340842254459858,0.5148001313209534,,,,,
191000,294.39416719999997,190899,-1.7427127361297607,0.0001965450924118268,-25.337575912475586,1027.2,0.009344900026917458,0.4517418146133423,,,,,
191384,,191283,-0.2496078610420227,0.0001965450924118268,-25.00274658203125,,0.009182941168546677,0.20003148913383484,1115.19,55,244,142.86815081,3459
192000,254.38176479999998,191899,0.6228803992271423,0.0001965450924118268,-23.717702865600586,897.4,0.009170216508209705,0.38515549898147583,,,,,
193000,236.16535599999997,192899,-0.3828161358833313,0.0001965450924118268,-24.54035186767578,857.4,0.009429647587239742,0.28093791007995605,,,,,
194000,258.068089,193899,0.9778630137443542,0.0001965450924118268,-23.87081527709961,941.8,0.009003699757158756,0.5907604694366455,,,,,
195000,190.9549664,194899,0.38129323720932007,0.0001965450924118268,-24.988887786865234,756.2,0.00918668508529663,0.35399967432022095,,,,,
195440,,195339,-0.5688133239746094,0.0001965450924118268,-25.472858428955078,,0.00921388529241085,0.29388463497161865,1106.19,55,248,156.40357034000002,3531
196000,211.7487548,195899,0.06898695230484009,0.0001965450924118268,-27.52739715576172,822.4,0.009223001077771187,1.0789810419082642,,,,,
197000,291.5477942,196899,-0.57182776927948,0.0001965450924118268,-28.107803344726562,1064.6,0.009359353221952915,0.4856685400009155,,,,,
198000,295.70284380000004,197899,0.8257856965065002,0.0001965450924118268,-26.88201141357422,1007.2,0.009479722008109093,0.3963777720928192,,,,,
199000,148.0109176,198899,1.615013837814331,0.0001965450924118268,-26.369518280029297,747.8,0.00937636848539114,3.2157721519470215,,,,,
199543,,199442,-0.010352671146392822,0.0001965450924118268,-28.032428741455078,,0.009130654856562614,6.007594108581543,1086.37,55,252,168.84672832,3604
200000,37.9463708,199899,-0.0038649439811706543,0.0001965450924118268,-27.41307830810547,591.4,0.009103553369641304,0.3756456971168518,,,,,
201000,105.5107758,200899,-0.3863599896430969,0.0001965450924118268,-28.13544464111328,603.0,0.009291360154747963,0.3045072555541992,,,,,
202000,297.8423374,201899,1.1803350448608398,0.0001965450924118268,-26.576053619384766,1017.6,0.009088177233934402,0.4519629180431366,,,,,
203000,272.3065278,202899,-0.7300969362258911,0.0001965450924118268,-27.994752883911133,928.2,0.008592352271080017,0.3445817828178406,,,,,
203586,,203485,-1.9013211727142334,0.0001965450924118268,-29.762882232666016,,0.008413768373429775,0.22805097699165344,1081.32,55,256,183.53299303,3672
204000,266.9337476,203899,-0.04859164357185364,0.0001965450924118268,-29.012548446655273,990.4,0.008236859925091267,3.296217679977417,,,,,
205000,65.96573280000001,204899,-0.2646084427833557,0.0001965450924118268,-29.72869110107422,544.0,0.008309168741106987,0.4663313329219818,,,,,
206000,298.6946354,205899,-2.0514845848083496,0.0001965450924118268,-29.660694122314453,989.2,0.008555985987186432,0.20579500496387482,,,,,
207000,231.23056660000003,206899,1.1899594068527222,0.0001965450924118268,-30.37491226196289,798.6,0.008663026615977287,3.4491806030273438,,,,,
207435,,207334,-0.8272562623023987,0.0001965450924118268,-30.054224014282227,,0.00866615865379572,0.2823214530944824,1067.2,55,260,196.76270680000002,3735
208000,295.2122968,207899,-0.9883924126625061,0.0001965450924118268,-29.26941680908203,928.2,0.008723443374037743,0.25381383299827576,,,,,
209000,297.8013546,208899,-0.6691778898239136,0.0001965450924118268,-30.022069931030273,984.0,0.008748487569391727,3.6856439113616943,,,,,
210000,260.757271,209899,-1.0399231910705566,0.0001965450924118268,-31.235910415649414,893.0,0.008784919045865536,0.38588032126426697,,,,,
211000,298.15539720000004,210899,0.8833043575286865,0.0001965450924118268,-31.08596420288086,927.6,0.008840341120958328,0.3443240821361542,,,,,
211251,,211150,-0.7975108623504639,0.0001965450924118268,-31.502819061279297,,0.008692670613527298,0.2846524715423584,1062.55,55,264,209.69088778000003,3801
212000,301.0688036,211899,0.3453788757324219,0.0001965450924118268,-31.74135398864746,917.8,0.008623946458101273,0.2221708595752716,,,,,
213000,300.25223919999996,212899,-0.43316543102264404,0.0001965450924118268,-32.30865478515625,924.6,0.008619305677711964,0.20179679989814758,,,,,
214000,294.4074168,213899,-0.5829614400863647,0.0001965450924118268,-31.17291831970215,905.6,0.009055336937308311,0.3785771131515503,,,,,
214604,,214503,-0.9848610162734985,0.0001965450924118268,-31.449527740478516,,0.009081336669623852,3.838594436645508,1042.07,55,268,215.97752752999997,3855
215000,294.46835300000004,214899,0.13400468230247498,0.0001965450924118268,-30.112895965576172,958.4,0.009053708985447884,0.4239780306816101,,,,,
216000,296.732577,215899,0.5895171165466309,0.0001965450924118268,-30.760772705078125,904.4,0.009000278078019619,0.41188985109329224,,,,,
217000,298.76956099999995,216899,0.33701807260513306,0.0001965450924118268,-30.565601348876953,939.8,0.009090236388146877,0.297346293926239,,,,,
218000,295.49258580000003,217899,0.614285945892334,0.0001965450924118268,-30.730876922607422,918.6,0.009068182669579983,0.2746453285217285,,,,,
218097,,217996,-0.9625570178031921,0.0001965450924118268,-31.49732208251953,,0.009063635021448135,0.3157155513763428,1033.01,55,272,224.41814023999999,3917
219000,298.72061659999997,218899,-0.7719495892524719,0.0001965450924118268,-31.18154525756836,929.6,0.008860893547534943,0.2693566083908081,,,,,
220000,293.6025178,219899,-0.2035192847251892,0.0001965450924118268,-31.047548294067383,955.2,0.009062472730875015,0.27820709347724915,,,,,
221000,297.0380788,220899,0.7120012640953064,0.0001965450924118268,-32.55432891845703,969.0,0.009116046130657196,0.32013723254203796,,,,,
222000,246.3724514,221899,-0.07255634665489197,0.0001965450924118268,-31.481868743896484,943.2,0.009172367863357067,0.30329424142837524,,,,,
222056,,221955,-0.39112934470176697,0.0001965450924118268,-31.179758071899414,,0.009131542406976223,0.32805484533309937,1022.86,55,276,233.50771309,3990
223000,295.97626460000004,222899,-0.6501246690750122,0.0001965450924118268,-31.435256958007812,940.4,0.00915162917226553,0.2750285863876343,,,,,
224000,253.02257300000002,223899,-0.6028781533241272,0.0001965450924118268,-32.29440689086914,877.4,0.009156312793493271,0.3450010418891907,,,,,
225000,251.43846100000002,224899,-0.9148992300033569,0.0001965450924118268,-32.97453308105469,806.2,0.009210757911205292,0.23509123921394348,,,,,
225821,,225720,-0.1406775712966919,0.0001965450924118268,-33.62688446044922,,0.009086504578590393,0.1834738552570343,997.51,55,280,238.80259598999993,4057
226000,298.2933942,225899,-0.8647345304489136,0.0001965450924118268,-32.988651275634766,939.4,0.00894953217357397,0.3827637732028961,,,,,
227000,301.9498978,226899,-0.47950294613838196,0.0001965450924118268,-34.103919982910156,987.2,0.009050596505403519,0.35879409313201904,,,,,
228000,304.50352639999994,227899,0.938064694404602,0.0001965450924118268,-33.45469665527344,946.4,0.008872774429619312,0.2856653928756714,,,,,
229000,300.71755859999996,228899,0.7987617254257202,0.0001965450924118268,-31.59916877746582,1000.4,0.009012148715555668,0.3171454668045044,,,,,
229679,,229578,0.5285590887069702,0.0001965450924118268,-33.164493560791016,,0.008985201828181744,0.2262902855873108,993.45,55,284,246.02913011000004,4132
230000,298.5411622,229899,-0.2245749831199646,0.0001965450924118268,-32.97357177734375,940.0,0.009076312184333801,0.3187352418899536,,,,,
231000,301.18091799999996,230899,-0.7656252384185791,0.0001965450924118268,-33.722381591796875,959.6,0.009131856262683868,3.79282808303833,,,,,
232000,220.9994664,231899,0.13680493831634521,0.0001965450924118268,-33.24003601074219,768.2,0.00926102977246046,7.158679962158203,,,,,
233000,299.5484488,232899,0.6254306435585022,0.0001965450924118268,-33.05450439453125,1006.2,0.009106535464525223,0.4036155939102173,,,,,
233581,,233480,-0.8322893977165222,0.0001965450924118268,-34.13695526123047,,0.00918405782431364,3.9978740215301514,999.55,55,288,254.65374240999995,4203
234000,301.2347914,233899,-1.418103575706482,0.0001965450924118268,-34.64190673828125,960.4,0.00907872710376978,3.791128158569336,,,,,
235000,301.45024520000004,234899,1.3677473068237305,0.0001965450924118268,-32.355953216552734,980.2,0.009076614864170551,1.353779911994934,,,,,
236000,303.94888480000003,235899,0.5105844736099243,0.0001965450924118268,-34.5477409362793,955.4,0.009019293822348118,3.5079188346862793,,,,,
237000,302.4559456,236899,-1.0818123817443848,0.0001965450924118268,-33.84264373779297,936.6,0.008861984126269817,3.737180709838867,,,,,
237409,,237308,-0.3381335139274597,0.0001965450924118268,-33.76841354370117,,0.008936009369790554,0.335533082485199,985.72,55,292,255.68487667999995,4273
238000,297.8790394,237899,-1.1479864120483398,0.0001965450924118268,-33.906494140625,975.0,0.00928280409425497,0.5647245645523071,,,,,
239000,298.5267882,238899,-0.9690797924995422,0.0001965450924118268,-34.94165802001953,929.8,0.009102342650294304,0.18260270357131958,,,,,
240000,263.372711,239899,-0.20372748374938965,0.0001965450924118268,-34.97602081298828,940.2,0.00930867251008749,3.373534679412842,,,,,
241000,295.7938912,240899,0.2676237225532532,0.0001965450924118268,-33.67366027832031,937.6,0.00929788313806057,3.878571033477783,,,,,
241359,,241258,-0.5919893383979797,0.0001965450924118268,-34.07957458496094,,0.009177573956549168,3.6670114994049072,991.76,55,296,262.36867376999993,4346
242000,300.738141,241899,-0.04920727014541626,0.0001965450924118268,-34.22754669189453,961.4,0.009129579178988934,0.26156115531921387,,,,,
243000,298.53686480000005,242899,1.2860791683197021,0.0001965450924118268,-35.46160125732422,928.8,0.009532247669994831,0.5026201009750366,,,,,
244000,299.80719980000003,243899,-0.06607036292552948,0.0001965450924118268,-34.968963623046875,938.8,0.009216979146003723,0.3506374955177307,,,,,
244839,,244738,0.6637946367263794,0.0001965450924118268,-33.989830017089844,,0.008693047799170017,0.3643733859062195,983.35,55,300,265.27308518,4406
245000,300.29102220000004,244899,-0.1667746901512146,0.0001965450924118268,-32.866607666015625,923.0,0.008794491179287434,4.2748541831970215,,,,,
246000,300.50872280000004,245899,-0.7035148739814758,0.0001965450924118268,-34.60165786743164,938.6,0.00892187375575304,7.392115592956543,,,,,
247000,210.1506042,246899,0.6361005902290344,0.0001965450924118268,-34.59265899658203,792.8,0.009175079874694347,0.2892461121082306,,,,,
248000,298.3225148,247899,-0.6977196931838989,0.0001965450924118268,-35.41926193237305,953.4,0.008956806734204292,0.20146635174751282,,,,,
248712,,248611,-0.04655700922012329,0.0001965450924118268,-34.5607795715332,,0.009197653271257877,0.3753032088279724,969.29,55,304,266.40421975,4476
249000,297.9692338,248899,-0.8505115509033203,0.0001965450924118268,-35.10630416870117,913.4,0.009319158270955086,0.19774840772151947,,,,,
250000,298.3324412,249899,-1.0837194919586182,0.0001965450924118268,-35.583351135253906,965.6,0.009183588437736034,0.3041140139102936,,,,,
251000,190.69305260000002,250899,1.0763558149337769,0.0001965450924118268,-34.692710876464844,752.0,0.009322593919932842,0.3879363536834717,,,,,
252000,294.5762812,251899,0.2828505039215088,0.0001965450924118268,-34.214141845703125,943.8,0.009137357585132122,0.2405874878168106,,,,,
252604,,252503,-0.1425049901008606,0.0001965450924118268,-35.11595916748047,,0.009117893874645233,0.17392492294311523,962.83,55,308,267.1254781399999,4545
253000,297.02120160000004,252899,-0.9059475660324097,0.0001965450924118268,-35.781593322753906,925.6,0.009355480782687664,0.29560601711273193,,,,,
254000,297.960733,253899,1.1457788944244385,0.0001965450924118268,-34.983497619628906,947.2,0.009465673938393593,0.30951908230781555,,,,,
255000,298.3040256,254899,1.373412847518921,0.0001965450924118268,-34.78060531616211,935.2,0.009541265666484833,3.8961586952209473,,,,,
256000,244.27714459999999,255899,0.579322099685669,0.0001965450924118268,-33.108184814453125,848.8,0.009316639043390751,0.4481457471847534,,,,,
256463,,256362,-0.04387211799621582,0.0001965450924118268,-35.57764434814453,,0.008982827886939049,4.399799823760986,957.09,55,312,267.82291351,4613
257000,296.9090560000001,256899,-0.040144890546798706,0.0001965450924118268,-34.78456115722656,936.0,0.00907348096370697,0.337679386138916,,,,,
258000,294.5200442,257899,-1.2478049993515015,0.0001965450924118268,-35.659645080566406,1022.4,0.009175421670079231,0.1914244443178177,,,,,
259000,293.58593340000004,258899,-0.7236931324005127,0.0001965450924118268,-35.60047149658203,974.2,0.008974322117865086,0.3093443512916565,,,,,
260000,298.1189924,259899,-0.976193904876709,0.0001965450924118268,-35.829315185546875,939.2,0.009322295896708965,0.28450852632522583,,,,,
260296,,260195,-0.33872777223587036,0.0001965450924118268,-36.224544525146484,,0.009263131767511368,3.975172996520996,951.61,55,316,268.47671986,4683
261000,298.44076359999997,260899,-0.5512135028839111,0.0001965450924118268,-35.12030792236328,953.8,0.009133645333349705,0.26756101846694946,,,,,
262000,298.506225,261899,-0.09753111004829407,0.0001965450924118268,-35.585060119628906,956.6,0.00933934561908245,0.3693884611129761,,,,,
263000,294.4048796,262899,0.5076299905776978,0.0001965450924118268,-35.54246139526367,930.8,0.009172149002552032,0.3348008394241333,,,,,
264000,232.66936080000005,263899,0.8625901937484741,0.0001965450924118268,-36.109619140625,828.4,0.009257771074771881,0.296265572309494,,,,,
264146,,264045,0.7088037133216858,0.0001965450924118268,-35.890953063964844,,0.009281767532229424,0.3175927996635437,945.72,55,320,269.04481799,4751
265000,259.604522,264899,0.7817575931549072,0.0001965450924118268,-35.003536224365234,900.8,0.009011856280267239,0.3414798378944397,,,,,
266000,301.64469740000004,265899,1.1394107341766357,0.0001965450924118268,-35.16102600097656,912.8,0.009229922667145729,0.24423041939735413,,,,,
267000,295.59598059999996,266899,-0.49254104495048523,0.0001965450924118268,-35.514549255371094,983.2,0.00926879607141018,0.20969629287719727,,,,,
267607,,267506,-0.5990095138549805,0.0001965450924118268,-35.66716766357422,,0.009485730901360512,0.1960379183292389,955.78,55,324,274.67183363,4813
268000,301.428881,267899,0.8107328414916992,0.0001965450924118268,-34.9604377746582,951.6,0.009405061602592468,0.3557683229446411,,,,,
269000,299.73662260000003,268899,-0.5135281085968018,0.0001965450924118268,-36.417335510253906,959.4,0.009153623133897781,0.33521997928619385,,,,,
270000,300.08031560000006,269899,-0.8629281520843506,0.0001965450924118268,-35.690303802490234,929.2,0.009324958547949791,0.34719881415367126,,,,,
271000,294.8534341999999,270899,1.3479914665222168,0.0001965450924118268,-34.96387481689453,947.6,0.009372211061418056,0.5961827635765076,,,,,
271414,,271313,-0.020636320114135742,0.0001965450924118268,-36.995269775390625,,0.009259925223886967,0.4292657971382141,950.66,55,328,276.33673443000004,4883
272000,298.6934272,271899,-0.21629035472869873,0.0001965450924118268,-35.709251403808594,974.0,0.009286124259233475,0.33796435594558716,,,,,
273000,299.621284,272899,-0.8068231344223022,0.0001965450924118268,-36.77265930175781,970.4,0.00944529939442873,4.335349082946777,,,,,
274000,303.7851448,273899,0.1466144472360611,0.0001965450924118268,-35.518959045410156,927.2,0.008984679356217384,0.421686053276062,,,,,
275000,297.29361359999996,274899,-0.1734592318534851,0.0001965450924118268,-37.06598663330078,919.8,0.009309479966759682,7.626246452331543,,,,,
275269,,275168,0.6583400368690491,0.0001965450924118268,-37.15504455566406,,0.009349183179438114,0.2960386872291565,955.33,55,332,280.52420084,4952
276000,297.4400876,275899,-1.418975830078125,0.0001965450924118268,-37.16023254394531,983.6,0.00914977490901947,3.8265392780303955,,,,,
277000,301.01526379999996,276899,-0.06909823417663574,0.0001965450924118268,-37.064491271972656,897.6,0.009040034376084805,0.1697310209274292,,,,,
278000,299.8538686,277899,0.46404391527175903,0.0001965450924118268,-37.22674560546875,902.8,0.009104877710342407,0.231868714094162,,,,,
278991,,278890,0.22608785331249237,0.0001965450924118268,-38.43610382080078,,0.009114603511989117,3.87174916267395,959.46,55,336,284.79680463,5014
279000,302.2797356,278899,1.012302279472351,0.0001965450924118268,-36.99208068847656,895.2,0.00912125501781702,0.48245489597320557,,,,,
280000,301.3374844,279899,-0.46080008149147034,0.0001965450924118268,-38.165260314941406,951.6,0.008918211795389652,4.845049858093262,,,,,
281000,304.817181,280899,0.18630298972129822,0.0001965450924118268,-37.5644416809082,917.6,0.00903549138456583,4.086462020874023,,,,,
282000,303.4115804,281899,0.1253812611103058,0.0001965450924118268,-38.026248931884766,905.6,0.00915743038058281,0.217647522687912,,,,,
282766,,282665,-0.4477638304233551,0.0001965450924118268,-38.339569091796875,,0.009092409163713455,0.5083755254745483,955.88,55,340,285.09805554999997,5081
283000,298.7989656,282899,-1.6453661918640137,0.0001965450924118268,-38.711997985839844,915.8,0.009061816148459911,0.19483301043510437,,,,,
284000,300.9789138,283899,0.28204578161239624,0.0001965450924118268,-38.83738708496094,910.4,0.009058878757059574,0.23529359698295593,,,,,
285000,300.2703178,284899,0.13281455636024475,0.0001965450924118268,-37.99003219604492,923.6,0.008940518833696842,0.44580772519111633,,,,,
286000,301.6754458,285899,0.71120285987854,0.0001965450924118268,-38.79327392578125,907.6,0.009068373590707779,12.075309753417969,,,,,
286442,,286341,-0.19496998190879822,0.0001965450924118268,-37.66746520996094,,0.008924729190766811,0.25339052081108093,950.58,55,344,285.51974406,5147
287000,302.4270516,286899,0.9840759634971619,0.0001965450924118268,-38.75431442260742,898.4,0.008894560858607292,0.34404051303863525,,,,,
288000,302.10343040000004,287899,-1.490901231765747,0.0001965450924118268,-38.59905242919922,897.6,0.009021547622978687,0.13436728715896606,,,,,
289000,304.7062058,288899,1.466050148010254,0.0001965450924118268,-37.09168243408203,905.6,0.008736002258956432,4.592353820800781,,,,,
289673,,289572,0.012348353862762451,0.0001965450924118268,-38.834800720214844,,0.008674890734255314,4.3244428634643555,942.33,55,348,283.07220043999996,5202
290000,245.4338036,289899,-0.3471348285675049,0.0001965450924118268,-37.541866302490234,815.8,0.008792161010205746,0.5031198263168335,,,,,
291000,301.76729639999996,290899,-0.6587970852851868,0.0001965450924118268,-39.1800651550293,926.6,0.009241852909326553,4.047463417053223,,,,,
292000,305.055222,291899,-0.014082804322242737,0.0001965450924118268,-37.92763137817383,926.0,0.009249303489923477,0.2873260974884033,,,,,
293000,303.8528098,292899,-0.5104140043258667,0.0001965450924118268,-38.61969757080078,990.8,0.009247557260096073,0.2939456105232239,,,,,
293169,,293068,0.40186333656311035,0.0001965450924118268,-37.634239196777344,,0.009232567623257637,0.6234294176101685,936.26,55,352,281.66164359,5268
294000,264.2416378,293899,-0.17059385776519775,0.0001965450924118268,-38.79963684082031,842.8,0.009066717699170113,0.3001866638660431,,,,,
295000,305.1374358,294899,1.0988065004348755,0.0001965450924118268,-39.07402038574219,939.0,0.00891481526196003,1.1587040424346924,,,,,
296000,305.3159576,295899,-0.26400238275527954,0.0001965450924118268,-37.71502685546875,907.4,0.008946685120463371,0.8333832621574402,,,,,
296579,,296478,1.3161876201629639,0.0001965450924118268,-38.952003479003906,,0.009065225720405579,0.3180667757987976,929.93,55,356,279.59497082,5328
297000,189.1314922,296899,0.9839177131652832,0.0001965450924118268,-38.520347595214844,752.2,0.00921802967786789,2.0948262214660645,,,,,
298000,241.5855834,297899,2.041843891143799,0.0001965450924118268,-37.239112854003906,802.4,0.008836260996758938,4.451878547668457,,,,,
