rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_reward,eval/mean_ep_length
133.25,432,533,-28.321361541748047,17.989299774169922,0.15922150015830994,-3.5437145233154297,96,4,-118.0506835,5,0.0068511297995848715,,
102.375,718,819,-42.302772521972656,2.842921733856201,0.08405575901269913,-2.8753304481506348,89,8,-115.733916,9,0.0068511297995848715,,
217.5,2509,2610,-93.41993713378906,4.130343914031982,0.06489382684230804,3.1157519817352295,82,12,-122.793611,31,0.0068511297995848715,,
186.375,2881,2982,-85.99739837646484,7.8950090408325195,0.06944601982831955,1.277976632118225,82,16,-118.476860625,36,0.0068511297995848715,,
183.55,3570,3671,-80.01766967773438,8.381494522094727,0.04879764840006828,-1.3637678623199463,81,20,-119.32981235,44,0.0068511297995848715,,
171.95833333333334,4026,4127,-69.92597961425781,6.137917518615723,0.05596596375107765,-1.1098992824554443,81,24,-118.72566058333332,50,0.0068511297995848715,,
178.75,4904,5005,-65.42398071289062,10.593559265136719,0.09833434224128723,-0.30226612091064453,81,28,-118.84771910714285,61,0.0068511297995848715,,
208.40625,6568,6669,-87.71878051757812,10.994770050048828,0.11218220740556717,0.4425141513347626,80,32,-121.49365315624999,82,0.0068511297995848715,,
251.61111111111111,8957,9058,-96.75529479980469,6.897995948791504,0.07077110558748245,-1.0311018228530884,80,36,-120.701855,112,0.0068511297995848715,,
,9899,10000,-94.28030395507812,5.148730278015137,0.059184856712818146,-1.0195707082748413,,,,,0.0068511297995848715,-130.5973948687315,1324.0
