rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_reward,eval/mean_ep_length
86.25,244,345,-4.013070106506348,201.88827514648438,0.9954763054847717,-0.030573172494769096,105,4,-108.0412705,3,1.8631992178915665e-05,,
152.75,1121,1222,-10.789970397949219,1.2055535316467285,0.9795202016830444,-0.1321183294057846,83,8,-115.000992125,14,1.8631992178915665e-05,,
133.58333333333334,1502,1603,-13.663250923156738,85.05098724365234,0.972796618938446,-0.1760711520910263,82,12,-112.77150916666669,19,1.8631992178915665e-05,,
123.625,1877,1978,-16.63812255859375,1.9612796306610107,0.9662115573883057,-0.21543285250663757,81,16,-112.8454295,24,1.8631992178915665e-05,,
190.95,3718,3819,-26.63068199157715,41.50338363647461,0.9337698817253113,-0.4423472285270691,79,20,-112.44017765000001,47,1.8631992178915665e-05,,
171.0,4003,4104,-29.24797821044922,92.687744140625,0.928784966468811,-0.4775855541229248,79,24,-112.53093137500001,51,1.8631992178915665e-05,,
211.89285714285714,5832,5933,-40.72949981689453,84.82823181152344,0.8977639079093933,-0.6875839233398438,79,28,-111.50288171428573,74,1.8631992178915665e-05,,
198.71875,6258,6359,-44.98011016845703,41.481712341308594,0.8907521367073059,-0.7347235679626465,79,32,-111.1748980625,80,1.8631992178915665e-05,,
271.19444444444446,9662,9763,-70.78192138671875,6.558593273162842,0.8367789387702942,-1.0665465593338013,78,36,-108.39936455555556,123,1.8631992178915665e-05,,
,9899,10000,-69.66926574707031,31.310644149780273,0.8331378698348999,-1.0999755859375,,,,,1.8631992178915665e-05,-56.8607979953289,1600.0
