rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_reward,eval/mean_ep_length
833.5,3233,3334,-16.710601806640625,0.36127519607543945,0.9657412767410278,-0.2350984811782837,80,4,-96.97359325,41,1.0779590965718022e-05,,
454.625,3536,3637,-17.8687744140625,24.048572540283203,0.9625940918922424,-0.25681164860725403,79,8,-104.64551175,45,1.0779590965718022e-05,,
461.4166666666667,5436,5537,-24.557830810546875,27.334321975708008,0.943115770816803,-0.39147138595581055,79,12,-105.20322633333335,69,1.0779590965718022e-05,,
361.4375,5682,5783,-24.690807342529297,51.317264556884766,0.9406222105026245,-0.4077549874782562,79,16,-105.1299263125,73,1.0779590965718022e-05,,
378.95,7478,7579,-30.637752532958984,77.15272521972656,0.9225857257843018,-0.5403993129730225,78,20,-105.16829290000001,96,1.0779590965718022e-05,,
327.0,7747,7848,-32.14359664916992,54.93904113769531,0.9199132919311523,-0.5603868365287781,78,24,-105.28430445833332,99,1.0779590965718022e-05,,
346.60714285714283,9604,9705,-38.37364196777344,62.339881896972656,0.9016835689544678,-0.6912487745285034,78,28,-105.25593742857141,123,1.0779590965718022e-05,,
,9899,10000,-40.17829132080078,35.885162353515625,0.89882493019104,-0.7124133706092834,,,,,1.0779590965718022e-05,-100.62427266784944,82.2
