rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_reward,eval/mean_ep_length
1212.0,4747,4848,-17.433507919311523,0.11082974821329117,0.9110463261604309,-0.624082088470459,77,4,-101.20367675,62,1.962781848660037e-05,,
1022.625,8080,8181,-23.577255249023438,0.18712833523750305,0.8533715605735779,-1.0709673166275024,76,8,-99.449213375,106,1.962781848660037e-05,,
,9899,10000,-28.52555274963379,0.2097206860780716,0.8234398365020752,-1.3031513690948486,,,,,1.962781848660037e-05,-7.4973766171839085,1600.0
1086.5833333333333,12938,13039,-35.2372932434082,0.26542192697525024,0.7757719159126282,-1.7011215686798096,73,12,-97.28604333333334,178,1.962781848660037e-05,,
832.875,13225,13326,-35.93528366088867,0.38096898794174194,0.771416425704956,-1.7466028928756714,73,16,-99.4337860625,181,1.962781848660037e-05,,
757.75,15054,15155,-39.58799743652344,57.622982025146484,0.7442378401756287,-1.975130319595337,73,20,-101.344778,205,1.962781848660037e-05,,
709.875,16936,17037,-43.9112548828125,0.3794671893119812,0.7172774076461792,-2.215869426727295,74,24,-102.47635483333333,229,1.962781848660037e-05,,
673.25,18750,18851,-46.987335205078125,188.51124572753906,0.6922178268432617,-2.4585487842559814,74,28,-103.13436242857142,253,1.962781848660037e-05,,
,19899,20000,-49.125362396240234,52.26896667480469,0.6768054962158203,-2.5836644172668457,,,,,1.962781848660037e-05,-94.8303535334766,90.6
648.15625,20640,20741,-50.68608856201172,0.6341326832771301,0.6670486927032471,-2.6774802207946777,74,32,-103.38226884375001,278,1.962781848660037e-05,,
587.4722222222222,21048,21149,-51.20058059692383,0.8368163704872131,0.6617403030395508,-2.7282767295837402,74,36,-104.50646305555557,283,1.962781848660037e-05,,
536.325,21352,21453,-50.809532165527344,1.4419844150543213,0.6578125953674316,-2.772386312484741,74,40,-104.314792725,287,1.962781848660037e-05,,
494.79545454545456,21670,21771,-51.021636962890625,1.026285171508789,0.6537322998046875,-2.8145389556884766,74,44,-104.05436052272726,291,1.962781848660037e-05,,
459.5625,21958,22059,-52.243431091308594,1.2406237125396729,0.6500595211982727,-2.835195541381836,74,48,-103.98594739583332,295,1.962781848660037e-05,,
431.13461538461536,22318,22419,-51.576454162597656,59.203392028808594,0.6455019116401672,-2.8822782039642334,74,52,-104.66873961538461,299,1.962781848660037e-05,,
435.875,24308,24409,-55.48468780517578,1.5452635288238525,0.62092125415802,-3.1048851013183594,74,56,-105.17612525,325,1.962781848660037e-05,,
412.28333333333336,24636,24737,-54.978370666503906,2.023474931716919,0.616963803768158,-3.1102709770202637,74,60,-105.4169775,329,1.962781848660037e-05,,
391.765625,24972,25073,-54.75908279418945,2.5242605209350586,0.61294025182724,-3.1255717277526855,74,64,-106.22272759375001,334,1.962781848660037e-05,,
417.6617647058824,28300,28401,-57.79638671875,26.83512306213379,0.5744315981864929,-3.4911389350891113,75,68,-105.54312711764706,377,1.962781848660037e-05,,
,29899,30000,-60.6877555847168,2.7066099643707275,0.5567693710327148,-3.6549673080444336,,,,,1.962781848660037e-05,-107.81820455789565,142.4
421.15277777777777,30222,30323,-61.015045166015625,2.4703962802886963,0.5532620549201965,-3.6950950622558594,75,72,-105.78300684722223,402,1.962781848660037e-05,,
404.13157894736844,30613,30714,-59.281402587890625,36.749671936035156,0.5490524172782898,-3.768928050994873,75,76,-106.51344625,407,1.962781848660037e-05,,
388.875,31009,31110,-62.244293212890625,2.1029186248779297,0.5448214411735535,-3.766026496887207,75,80,-107.11439868749999,412,1.962781848660037e-05,,
373.5,31273,31374,-59.328094482421875,31.816631317138672,0.5420218706130981,-3.837184190750122,75,84,-107.51547564285714,416,1.962781848660037e-05,,
394.8068181818182,34642,34743,-62.41862487792969,2.8024039268493652,0.5074312090873718,-4.170042037963867,75,88,-106.88057754545456,459,1.962781848660037e-05,,
399.2282608695652,36628,36729,-66.11199951171875,4.340044021606445,0.4880567491054535,-4.413645267486572,75,92,-107.09146742391306,485,1.962781848660037e-05,,
386.0833333333333,36963,37064,-65.65736389160156,3.0392367839813232,0.48486387729644775,-4.473237037658691,75,96,-107.53981901041668,489,1.962781848660037e-05,,
397.87,39686,39787,-67.06857299804688,8.334096908569336,0.4596712291240692,-4.7867631912231445,75,100,-107.95738337,525,1.962781848660037e-05,,
,39899,40000,-68.07500457763672,5.154950141906738,0.45776063203811646,-4.728603839874268,,,,,1.962781848660037e-05,-47.92750013024779,1600.0
375.02,42249,42350,-68.80892181396484,2.9123382568359375,0.4371427893638611,-5.177607536315918,74,104,-110.01764843000001,567,1.962781848660037e-05,,
344.57,42537,42638,-72.02681732177734,2.9997246265411377,0.4346786439418793,-5.163943290710449,74,108,-110.44931971000001,571,1.962781848660037e-05,,
309.37,43875,43976,-68.86580657958984,3.3764657974243164,0.4234192967414856,-5.3192009925842285,74,112,-111.63043176,588,1.962781848660037e-05,,
352.55,48480,48581,-69.95440673828125,3.0586085319519043,0.38689467310905457,-5.8127875328063965,74,116,-113.60668765999999,648,1.962781848660037e-05,,
,49899,50000,-73.57068634033203,3.3447046279907227,0.37631702423095703,-5.8640851974487305,,,,,1.962781848660037e-05,-84.15436653001234,1013.0
