rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_reward,eval/mean_ep_length
460.75,1742,1843,-25.899364471435547,0.3972596526145935,0.9426881670951843,-0.3931010663509369,80,4,-104.0077895,22,3.393005520360958e-05,,
466.25,3629,3730,-48.6441650390625,0.9534375667572021,0.8845890164375305,-0.8094629049301147,77,8,-107.700035625,48,3.393005520360958e-05,,
,9899,10000,-110.07794189453125,1.869645357131958,0.7155546545982361,-2.1848502159118652,,,,,3.393005520360958e-05,-48.12730278689414,1600.0
844.1666666666666,10029,10130,-111.06775665283203,30.5599365234375,0.712399959564209,-2.2305500507354736,72,12,-104.33672524999999,139,3.393005520360958e-05,,
938.125,14909,15010,-138.54205322265625,25.021228790283203,0.6039387583732605,-3.2442424297332764,74,16,-104.035135625,201,3.393005520360958e-05,,
842.85,16756,16857,-145.18350219726562,2.329211711883545,0.5674900412559509,-3.5068840980529785,75,20,-105.30505835,224,3.393005520360958e-05,,
,19899,20000,-156.54136657714844,3.2332370281219482,0.5106321573257446,-4.121298789978027,,,,,3.393005520360958e-05,-47.31036090739072,1600.0
917.6666666666666,21923,22024,-158.17044067382812,4.772678375244141,0.47670021653175354,-4.419968605041504,73,24,-111.92126095833333,298,3.393005520360958e-05,,
909.3214285714286,25360,25461,-160.99334716796875,6.188623428344727,0.424385130405426,-5.223899841308594,74,28,-120.13155410714286,342,3.393005520360958e-05,,
888.65625,28336,28437,-156.86798095703125,21.02997398376465,0.38383349776268005,-5.605202674865723,74,32,-121.88112531249999,380,3.393005520360958e-05,,
,29899,30000,-158.1721954345703,8.419986724853516,0.3642251789569855,-5.963439464569092,,,,,3.393005520360958e-05,-111.5561437012977,642.6
951.7222222222222,34161,34262,-156.86279296875,6.218400001525879,0.3159725069999695,-6.349649429321289,74,36,-126.09145552777778,457,3.393005520360958e-05,,
957.35,38193,38294,-150.0657501220703,200.02972412109375,0.27583763003349304,-6.634162902832031,75,40,-131.975035325,508,3.393005520360958e-05,,
,39899,40000,-146.93511962890625,5.184735298156738,0.2604217231273651,-6.92503547668457,,,,,3.393005520360958e-05,-54.367027363553646,1600.0
980.9090909090909,43059,43160,-138.59487915039062,3.5595405101776123,0.23383073508739471,-7.8551483154296875,74,44,-130.65799525,579,3.393005520360958e-05,,
1032.5,49459,49560,-119.85108947753906,2.87890625,0.1881348341703415,-9.135834693908691,75,48,-128.71054210416665,660,3.393005520360958e-05,,
,49899,50000,-121.86661529541016,3.9661149978637695,0.18535257875919342,-9.098564147949219,,,,,3.393005520360958e-05,-34.875699755363165,1600.0
