rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_reward,eval/mean_ep_length
1213.25,4752,4853,-55.733726501464844,0.5621534585952759,0.9387233853340149,-0.4265283942222595,79,4,-93.698322,61,1.3336072911424022e-05,,
835.0,6579,6680,-75.54519653320312,0.9322237372398376,0.9161593914031982,-0.5780153870582581,78,8,-98.554206,84,1.3336072911424022e-05,,
583.9166666666666,6906,7007,-78.4400863647461,0.9691485166549683,0.9121901988983154,-0.6083319187164307,78,12,-103.99408408333333,88,1.3336072911424022e-05,,
,9899,10000,-103.15495300292969,91.52373504638672,0.8765840530395508,-0.8678385019302368,,,,,1.3336072911424022e-05,-117.76693044733256,151.6
