rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_reward,eval/mean_ep_length
560.25,2140,2241,-58.28910446166992,0.5236900448799133,0.9387063384056091,-0.4239021837711334,80,4,-118.0397695,27,2.9629237868596372e-05,,
504.25,3933,4034,-104.51461791992188,1.901201605796814,0.890464723110199,-0.7535631656646729,79,8,-114.57386687500001,51,2.9629237868596372e-05,,
,9899,10000,-193.70269775390625,5.00557804107666,0.7480677366256714,-1.8353501558303833,,,,,2.9629237868596372e-05,-111.93898806935177,197.0
