rollout/ep_len_mean,train/n_updates,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef,train/ent_coef_loss,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,eval/mean_reward,eval/mean_ep_length
837.0,3247,3348,-18.36130142211914,0.4547618627548218,0.9625331163406372,-0.25637856125831604,79,4,-94.56553275,41,1.1765150750609502e-05,,
462.75,3601,3702,-20.33292007446289,0.46068131923675537,0.9585387110710144,-0.2849639356136322,79,8,-99.683098,46,1.1765150750609502e-05,,
713.1666666666666,8457,8558,-43.84865188598633,25.706661224365234,0.9053695797920227,-0.6626161336898804,78,12,-97.72057849999999,109,1.1765150750609502e-05,,
,9899,10000,-50.785160064697266,0.5556204319000244,0.8901410698890686,-0.7744631171226501,,,,,1.1765150750609502e-05,-75.90364549258956,728.8
651.6875,10326,10427,-52.968505859375,25.319068908691406,0.8856819272041321,-0.8119734525680542,75,16,-99.453530125,137,1.1765150750609502e-05,,
533.7,10573,10674,-54.048030853271484,55.69269561767578,0.8831162452697754,-0.8258146047592163,75,20,-100.75163495000001,140,1.1765150750609502e-05,,
521.0833333333334,12405,12506,-60.99422836303711,49.41218566894531,0.8642841577529907,-0.9752329587936401,76,24,-100.21371225,164,1.1765150750609502e-05,,
459.4642857142857,12764,12865,-62.73258972167969,0.9838559031486511,0.8606430292129517,-0.9996787309646606,76,28,-101.35001149999998,169,1.1765150750609502e-05,,
462.21875,14690,14791,-70.38679504394531,1.3814696073532104,0.8413901329040527,-1.1439160108566284,76,32,-102.5302115625,194,1.1765150750609502e-05,,
417.94444444444446,14945,15046,-70.65522003173828,25.600826263427734,0.8388738632202148,-1.1633087396621704,76,36,-103.27675913888889,197,1.1765150750609502e-05,,
460.075,18302,18403,-82.95246887207031,14.309938430786133,0.8064900636672974,-1.4072132110595703,76,40,-101.697388175,241,1.1765150750609502e-05,,
,19899,20000,-87.33576965332031,15.570552825927734,0.7915334701538086,-1.514417052268982,,,,,1.1765150750609502e-05,-103.13316862769425,60.8
459.1818181818182,20103,20204,-89.0157699584961,2.7611494064331055,0.7896437048912048,-1.53043532371521,76,44,-101.05140059090913,264,1.1765150750609502e-05,,
459.2083333333333,21941,22042,-94.09158325195312,2.5998616218566895,0.7728159427642822,-1.6663155555725098,76,48,-100.51984072916666,288,1.1765150750609502e-05,,
430.4423076923077,22282,22383,-94.98577880859375,10.526129722595215,0.7697334289550781,-1.6776747703552246,76,52,-100.82620234615385,293,1.1765150750609502e-05,,
404.39285714285717,22545,22646,-95.29129028320312,9.138976097106934,0.7673673033714294,-1.7129671573638916,76,56,-100.92257769642858,296,1.1765150750609502e-05,,
435.05,26002,26103,-105.58009338378906,5.532444953918457,0.7368611693382263,-1.9691908359527588,76,60,-100.31188900000001,341,1.1765150750609502e-05,,
460.375,29363,29464,-114.97014617919922,5.014488220214844,0.708348274230957,-2.180023670196533,76,64,-99.83585009375,385,1.1765150750609502e-05,,
,29899,30000,-113.24946594238281,5.985669136047363,0.7039040327072144,-2.205683708190918,,,,,1.1765150750609502e-05,-12.570389448921196,1600.0
482.13235294117646,32684,32785,-118.37650299072266,88.92024993896484,0.6812388300895691,-2.428422212600708,75,68,-99.54919864705882,436,1.1765150750609502e-05,,
544.2361111111111,39084,39185,-133.26217651367188,7.811463356018066,0.6319077014923096,-2.8880927562713623,75,72,-98.65648265277778,520,1.1765150750609502e-05,,
,39899,40000,-139.54879760742188,39.56763458251953,0.6258910894393921,-2.9438281059265137,,,,,1.1765150750609502e-05,-22.69631661968888,1600.0
539.4736842105264,40899,41000,-140.2969970703125,9.872264862060547,0.6185895800590515,-2.9813525676727295,74,76,-99.04743163157895,552,1.1765150750609502e-05,,
573.3,45763,45864,-150.31858825683594,22.08736801147461,0.5842693448066711,-3.271738052368164,74,80,-98.6358570875,617,1.1765150750609502e-05,,
,49899,50000,-155.7901611328125,8.275707244873047,0.5565907955169678,-3.479957103729248,,,,,1.1765150750609502e-05,-32.734863452985884,1600.0
